opcode,direction,bourgeon,client_len_type,client_len,replay_flag_f5,zone_recv_handler,server_len,names
0x0B1A,ZC,,FIX,29,1,0xCA4A5E,,ZC_USESKILL_ACK
0x0B1B,ZC,,FIX,2,1,0xC9E2B8,,ZC_NOTIFY_ACTORINIT
0x0B1C,CZ,,FIX,2,0,,,CZ_PING_LIVE
0x0B1D,ZC,,FIX,2,0,0xC9E1DD,,ZC_PING_LIVE
0x0B1E,CZ,,FIX,14,0,,,CZ_REQ_GUILD_EMBLEM_IMG2
0x0B1F,ZC,,FIX,14,1,,,ZC_CHANGE_GUILD
0x0B20,ZC,,FIX,271,1,0xCA7FDC,,ZC_SHORTCUT_KEY_LIST
0x0B21,CZ,,FIX,13,0,,,CZ_SHORTCUT_KEY_CHANGE2
0x0B22,CZ,,FIX,5,0,,,CZ_SHORTCUTKEYBAR_ROTATE2
0x0B23,?,,FIX,6,0,,,
0x0B24,CZ,,FIX,6,1,,,CZ_ADVANCED_STATUS_CHANGE
0x0B25,ZC,,FIX,6,1,0xCA9BD0,,
0x0B27,ZC,,VAR,4,1,0xCA9BF4,,ZC_GUILD_AGIT_INFO
0x0B28,CZ,,FIX,3,1,,,CZ_REQ_MOVE_GUILD_AGIT
0x0B2B,ZC,,FIX,11,1,0xCA9C05,,
0x0B2C,CZ,,FIX,3,1,,,CZ_REQ_AGIT_INVESTMENT
0x0B2D,ZC,,FIX,11,1,0xCA9C25,,ZC_REQ_ACK_AGIT_INVESTMENT
0x0B2E,ZC,,FIX,4,1,0xCA9C45,,ZC_REQ_ACK_MOVE_GUILD_AGIT
0x0B2F,ZC,,FIX,73,1,0xCA7830,,ZC_PROPERTY_HOMUN
0x0B30,ZC,,VAR,4,1,0xCA9C59,,
0x0B31,ZC,,FIX,17,1,0xCA37BB,,ZC_ADD_SKILL
0x0B32,ZC,,VAR,4,1,0xCA32EF,,ZC_SKILLINFO_LIST
0x0B33,ZC,,FIX,17,1,0xCA317B,,ZC_SKILLINFO_UPDATE2
0x0B34,?,,FIX,50,0,,,
0x0B35,CZ,,FIX,3,0,,,CZ_UNINSTALLATION
0x0B36,ZC,,VAR,14,1,0xCA9BA0,,ZC_GUILD_EMBLEM_IMG
0x0B37,ZC,,VAR,47,1,0xCA8CEC,,ZC_EQUIPWIN_MICROSCOPE
0x0B39,ZC,,VAR,5,1,0xCA9AB4,,
0x0B3C,ZC,,FIX,4,1,0xCA8CFD,,
0x0B3D,ZC,,VAR,12,1,0xCA9D6B,,ZC_PC_PURCHASE_ITEMLIST_FROMMC
0x0B3E,ZC,,VAR,8,1,0xCA8DCC,,
0x0B3F,ZC,,FIX,64,1,0xCA8EC0,,ZC_ACK_ADD_ITEM_RODEX
0x0B40,ZC,,VAR,8,1,0xCA9D7C,,ZC_PC_PURCHASE_MYITEMLIST
0x0B41,ZC,,FIX,70,1,0xCA8D0E,,ZC_ITEM_PICKUP_ACK
0x0B42,ZC,,FIX,62,1,0xCA9CE3,,ZC_ADD_EXCHANGE_ITEM
0x0B43,ZC,,FIX,48,1,0xCA9AC5,,ZC_CHANGE_ITEM_OPTION
0x0B44,ZC,,FIX,58,1,0xCA9CF4,,ZC_ADD_ITEM_TO_STORE
0x0B45,ZC,,FIX,58,1,0xCA9D05,,ZC_ADD_ITEM_TO_CART
0x0B46,CZ,,FIX,10,0,,,"CZ_REQ_ADD_NEW_EMBLEM | CZ_REQ_GUILD_EMBLEM_IMG3"
0x0B47,ZC,,FIX,14,1,0xCA9B82,,ZC_CHANGE_GUILD
0x0B48,?,,FIX,18,0,,,
0x0B49,ZC,,FIX,4,0,0xCA9C78,,
0x0B4A,?,,FIX,6,0,,,
0x0B4B,ZC,,FIX,4,0,0xCA9C8C,,
0x0B4C,CZ,,FIX,2,0,,2,"CZ_GET_ACCOUNT_LIMTIED_SALE_LIST | CZ:dull"
0x0B4D,ZC,,VAR,6,0,0xCA9CA0,,
0x0B4E,ZC,,VAR,6,1,0xCA1320,,ZC_NPC_MARKET_PURCHASE_RESULT
0x0B4F,?,,FIX,2,0,,,
0x0B50,ZC,,FIX,2,0,0xCA9CB1,,
0x0B51,?,,FIX,2,0,,,
0x0B52,ZC,,FIX,2,0,0xCA9CBD,,
0x0B53,?,,FIX,52,0,,,
0x0B54,ZC,,FIX,8,0,0xCA9CC9,,
0x0B55,ZC,,VAR,4,0,0xC9ECD7,,
0x0B56,ZC,,VAR,8,1,0xCA14DB,,ZC_NPC_EXPANDED_BARTER_MARKET_ITEMINFO
0x0B57,CZ,,VAR,4,1,,,CZ_NPC_EXPANDED_BARTER_MARKET_PURCHASE
0x0B58,CZ,,FIX,2,1,,,CZ_NPC_EXPANDED_BARTER_MARKET_CLOSE
0x0B59,CZ,,FIX,4,1,,,CZ_GRADE_ENCHANT_SELECT_EQUIPMENT
0x0B5A,ZC,,VAR,34,1,0xCA9D16,,ZC_GRADE_ENCHANT_MATERIAL_LIST
0x0B5B,CZ,,FIX,14,1,,,CZ_GRADE_ENCHANT_REQUEST
0x0B5C,CZ,,FIX,2,1,,,CZ_GRADE_ENCHANT_CLOSE_UI
0x0B5D,ZC,,FIX,10,1,0xCA9D27,,ZC_GRADE_ENCHANT_ACK
0x0B5E,ZC,,FIX,33,1,0xCA9D38,,ZC_GRADE_ENCHANT_BROADCAST_RESULT
0x0B5F,?,,VAR,5,0,,,
0x0B60,?,,VAR,64,0,,,
0x0B61,?,,VAR,47,0,,,
0x0B62,ZC,,VAR,17,1,0xCA94F0,,
0x0B63,ZC,,VAR,24,1,0xCA8ED1,,ZC_ACK_READ_RODEX
0x0B64,ZC,,VAR,7,1,0xCA84C8,,ZC_SEARCH_STORE_INFO_ACK
0x0B65,ZC,,VAR,4,1,0xCA9D49,,ZC_REPAIRITEMLIST
0x0B66,CZ,,FIX,26,1,,,"CZ_REQ_ITEMREPAIR | CZ_REQ_ITEMREPAIR2"
0x0B67,ZC,,FIX,33,1,0xCA9D5A,,ZC_ITEM_PICKUP_PARTY
0x0B68,ZC,,FIX,12,1,0xCA9DAF,,ZC_TARGET_SPIRITS
0x0B69,ZC,,FIX,18,1,0xCA64C2,,ZC_NOTIFY_EFFECT3
0x0B6A,?,,VAR,63,0,,,
0x0B6B,ZC,,FIX,14,1,0xCA9D8D,,ZC_SUMMON_HP_INIT
0x0B6C,ZC,,FIX,12,1,0xCA9D9E,,ZC_SUMMON_HP_UPDATE
0x0B6D,CZ,,FIX,6,0,,,CZ_SE_CASHSHOP_OPEN2
0x0B6E,ZC,,FIX,14,0,0xCA9DCF,,ZC_SE_CASHSHOP_OPEN
0x0B6F,ZC,,FIX,177,0,,,HC_ACCEPT_MAKECHAR
0x0B70,ZC,,VAR,8,0,,,HC_ACK_CHANGE_CHARACTER_SLOT
0x0B71,?,,FIX,177,0,,,
0x0B72,ZC,,VAR,4,0,,,HC_ACK_CHARINFO_PER_PAGE
0x0B73,ZC,,FIX,8,1,0xCA9DED,,ZC_SOULENERGY
0x0B74,?,,FIX,1026,0,,,
0x0B75,?,,FIX,1026,0,,,
0x0B76,ZC,,FIX,77,1,0xCA7841,,ZC_PROPERTY_HOMUN
0x0B77,ZC,,VAR,4,1,0xCA10CA,,ZC_PC_PURCHASE_ITEMLIST
0x0B78,ZC,,VAR,4,1,0xCA14EC,,ZC_NPC_BARTER_MARKET_ITEMINFO
0x0B79,ZC,,VAR,8,1,0xCA14FD,,ZC_NPC_EXPANDED_BARTER_MARKET_ITEMINFO
0x0B7A,ZC,,VAR,4,1,0xCA130F,,ZC_NPC_MARKET_OPEN
0x0B7B,ZC,,FIX,118,1,0xCA9572,,ZC_GUILD_INFO
0x0B7C,ZC,,VAR,4,1,0xCA9561,,ZC_BAN_LIST
0x0B7D,ZC,,VAR,4,1,0xCA9594,,ZC_MEMBERMGR_INFO
0x0B7E,ZC,,FIX,60,1,0xCA9583,,
0x0B7F,ZC,,FIX,10,1,,,
0x0B8C,ZC,,VAR,5,1,0xCA825A,,ZC_PLAY_NPC_BGM
0x0B8D,ZC,,VAR,5,1,0xCA9DFE,,ZC_REPUTE_INFO
0x0B8E,ZC,,FIX,18,1,0xCA9E25,,ZC_REPUTE_OPEN
0x0B8F,ZC,,FIX,6,0,0xCA9E49,,ZC_OPEN_REFORM_UI
0x0B90,CZ,,FIX,2,0,,,CZ_CLOSE_REFORM_UI
0x0B91,CZ,,FIX,8,0,,,CZ_ITEM_REFORM
0x0B92,ZC,,FIX,5,0,0xCA9E5B,,ZC_ITEM_REFORM_ACK
0x0B93,CZ,,FIX,12,0,,12,CZ:dull
0x0B94,ZC,,FIX,14,0,0xCA9E77,,
0x0B95,ZC,,VAR,4,0,0xCA9E95,,
0x0B96,ZC,,FIX,26,0,0xCA9EB4,,
0x0B97,CZ,,FIX,27,0,,,CZ_CHECKNAME2
0x0B98,CZ,,FIX,6,0,,,CZ_RODEX_RETURN
0x0B99,ZC,,FIX,10,0,0xCA9EE3,,
0x0B9A,ZC,,FIX,11,0,0xCA9EFB,,"ZC_UI_OPEN2 | ZC_UI_OPEN_V3"
0x0B9B,CZ,,FIX,12,0,,,CZ_REQUEST_RANDOM_ENCHANT
0x0B9C,CZ,,FIX,16,0,,,CZ_REQUEST_PERFECT_ENCHANT
0x0B9D,CZ,,FIX,14,0,,,CZ_REQUEST_UPGRADE_ENCHANT
0x0B9E,CZ,,FIX,12,0,,,CZ_REQUEST_RESET_ENCHANT
0x0B9F,ZC,,FIX,10,0,0xCA9F1B,,ZC_RESPONSE_ENCHANT
0x0BA0,CZ,,FIX,2,0,,,CZ_CLOSE_UI_ENCHANT
0x0BA1,ZC,,FIX,3,0,0xCA9F33,,ZC_DIALOG_TEXT_ALIGN
0x0BA2,ZC,,FIX,10,0,0xCA9F47,,ZC_DIALOG_WINDOW_SIZE
0x0BA3,ZC,,FIX,10,0,0xCA9F5F,,ZC_DIALOG_WINDOW_POS
0x0BA4,ZC,,FIX,85,1,0xCA7AA6,,ZC_PROPERTY_HOMUN
0x0BA5,ZC,,FIX,12,1,0xCA7AB7,,ZC_HO_PAR_CHANGE
0x0BA6,ZC,,VAR,8,1,,,ZC_QUEST_DIALOG
0x0BA7,ZC,,VAR,8,1,,,ZC_QUEST_DIALOG_MENU_LIST
0x0BA8,CZ,,FIX,7,1,,,CZ_CHOOSE_MENU_ZERO
0x0BA9,ZC,,VAR,8,1,,,ZC_MONOLOG_DIALOG
0x0BAA,ZC,,FIX,22,1,0xCA2D6A,,ZC_BATTLEFIELD_NOTIFY_HP
0x0BAB,ZC,,FIX,22,1,0xCA2D94,,ZC_NOTIFY_HP_TO_GROUPM
0x0BAC,?,,FIX,22,0,,,
0x0BAD,CZ,,FIX,2,0,,,CZ_REQ_TAKEOFF_EQUIP_ALL
0x0BAE,ZC,,FIX,3,0,0xCA9F8F,,ZC_ACK_TAKEOFF_EQUIP_ALL
0x0BAF,CZ,,FIX,16,0,,,CZ_USE_PACKAGEITEM
0x0BB0,CZ,,FIX,9,0,,,CZ_APPROXIMATE_ACTOR
0x0BB1,CZ,,FIX,3,0,,,CZ_RESET_SKILL
0x0BB2,?,,FIX,2,0,,,
0x0BB3,ZC,,VAR,8,0,0xCA9FA3,,
0x0BB4,ZC,,FIX,31,0,0xCA9AD6,,
0x0BB5,ZC,,FIX,10,0,0xCA9F77,,ZC_DIALOG_WINDOW_POS2
0x0BB6,ZC,,FIX,18,1,,,
0x0BB7,ZC,,VAR,94,1,,,
0x0BB8,ZC,,FIX,16,1,,,
0x0BBA,ZC,,VAR,9,1,0xCA9FB4,,ZC_BROADCASTING_SPECIAL_ITEM_OBTAIN_item
0x0BBB,ZC,,VAR,5,-1,0xCA9FF2,,
0x0BBC,ZC,,FIX,22,1,0xCA9FDB,,
0x0BBD,?,,FIX,6,0,,,
0x0BBE,ZC,,FIX,6,1,0xCAA003,,ZC_SPECIALPOPUP
0x0BBF,ZC,,FIX,12,1,,,
0x0BC0,?,,FIX,3,0,,,
0x0BC1,?,,VAR,13,0,,,
0x0BC2,ZC,,FIX,5,0,0xCAA015,,
0x0BC3,?,,FIX,10,0,,,
0x0BC4,?,,FIX,2,0,,,
0x0BC5,ZC,,FIX,7,0,0xCAA04A,,
0x0BC6,?,,FIX,9,0,,,
0x0BC7,ZC,,FIX,6,0,0xCAA064,,
0x0BC8,ZC,,VAR,27,1,0xCA7087,,
0x0BC9,ZC,,FIX,10,1,0xCAA1B9,,
0x0BCA,ZC,,VAR,8,1,,,
0x0BCB,?,,FIX,4,0,,,
0x0BCC,ZC,,VAR,9,0,0xCAA076,,
0x0BCD,ZC,,VAR,9,0,0xCAA087,,
0x0BCE,?,,FIX,8,0,,,
0x0BCF,ZC,,FIX,9,0,0xCAA098,,
0x0BD0,?,,FIX,8,0,,,
0x0BD1,ZC,,FIX,13,0,0xCAA0C2,,
0x0BD2,?,,FIX,8,0,,,
0x0BD3,ZC,,FIX,13,0,0xCAA0C2,,
0x0BD4,?,,FIX,2,0,,,
0x0BD5,ZC,,FIX,9,0,0xCAA0DE,,
0x0BD6,?,,FIX,8,0,,,
0x0BD7,ZC,,FIX,9,0,0xCAA121,,
0x0BD8,?,,FIX,14,0,,,
0x0BD9,ZC,,FIX,51,0,0xCAA143,,
0x0BDA,?,,VAR,22,0,,,
0x0BDB,ZC,,FIX,19,0,0xCAA031,,
0x0BDC,?,,FIX,18,0,,,
0x0BDD,CZ,,VAR,4,0,,,CZ_ALLY_CHAT
0x0BDE,ZC,,VAR,4,1,0xCA5801,,
0x0BDF,ZC,,FIX,3,0,0xCAA154,,
0x0BE0,?,,FIX,3,0,,,
0x0BE1,ZC,,FIX,3,0,0xCAA168,,
0x0BE2,CZ,,FIX,137,0,,,CZ_REQ_REPORT_USER
0x0BE3,ZC,,FIX,34,0,0xCAA1EB,,
0x0BE4,?,,FIX,14,0,,,
0x0BE5,?,,FIX,8,0,,,
0x0BE6,?,,FIX,8,0,,,
0x0BE7,?,,FIX,4,0,,,
0x0BE8,?,,FIX,4,0,,,
0x0BE9,CZ,,FIX,6,0,,,CZ_REQ_EMOTION_EXPANSION
0x0BEA,ZC,,FIX,10,0,0xCA0B3D,,
0x0BEB,ZC,,FIX,7,0,0xCA0BA0,,
0x0BEC,CZ,,FIX,7,0,,,CZ_REQ_BUY_CASH_EMOTION
0x0BED,ZC,,FIX,9,0,0xCA0C37,,ZC_ACK_BUY_CASH_EMOTION
0x0BEE,ZC,,FIX,5,0,0xCA0C8F,,
0x0BEF,?,,VAR,8,0,,,
0x0BF0,?,,FIX,14,0,,,
0x0BF1,?,,FIX,18,0,,,
0x0BF2,ZC,,FIX,13,0,0xCAA104,,
0x0BF3,CZ,,VAR,4,0,,,CZ_QUEST_STATUS_REQ
0x0BF4,ZC,,VAR,4,0,0xCAA227,,
0x0BF5,CZ,,FIX,6,0,,,CZ_REQ_TAKEOFF_EQUIP_ALL
0x0BF6,ZC,,VAR,10,0,0xCA0AAD,,
0x0BF7,?,,VAR,6,0,,,
0x0BF8,?,,FIX,6,0,,,
0x0BF9,?,,FIX,11,0,,,
0x0BFA,ZC,,FIX,9,0,,,
0x0BFB,CZ,,FIX,35,0,,,
0x0BFC,?,,FIX,6,0,,,
0x0BFD,CZ,,FIX,4,0,,,
0x0BFE,ZC,,VAR,76,0,,,
0x0BFF,ZC,,FIX,24,1,,,
0x0C00,?,,FIX,6,0,,,
0x0C01,?,,FIX,6,0,,,
0x0C02,?,,FIX,6,0,,,
0x0C03,?,,FIX,6,0,,,
0x0C04,?,,FIX,8,0,,,
0x0C05,?,,FIX,30,0,,,
0x0C06,ZC,,FIX,8,0,0xCAA24D,,
0x0C07,?,,FIX,12,0,,,
0x0C08,ZC,,FIX,6,0,0xCA0975,,
0x0C09,?,,FIX,116,0,,,
0x0C0A,?,,FIX,30,0,,,
0x0C0B,CZ,,FIX,18,0,,,CZ_GM_CHECKER
0x0C0C,ZC,,FIX,4,0,0xCAA25F,,ZC_GM_CHECKER
0x0C0D,?,,FIX,167,0,,,
0x0C0E,?,,FIX,689,0,,,
0x0C0F,?,,FIX,610,0,,,
0x0C10,ZC,,FIX,15,0,0xCAA284,,
0x0C11,?,,FIX,11,0,,,
0x0C12,?,,FIX,7,0,,,
0x0C13,?,,FIX,11,0,,,
0x0C14,ZC,,FIX,14,0,0xCAA273,,
0x0C15,ZC,,VAR,9,1,0xCAA17C,,
0x0C16,?,,FIX,9,0,,,
0x0C17,ZC,,FIX,10,1,0xCAA18D,,
0x0C18,?,,FIX,20,0,,,
0x0C19,?,,FIX,8,0,,,
0x0C1A,?,,FIX,20,0,,,
0x0C1B,?,,FIX,8,0,,,
0x0C1C,ZC,,VAR,8,1,,,
0x0C1D,ZC,,VAR,8,1,,,
0x0C1E,?,,FIX,10,0,,,
0x0C1F,ZC,,-,,,,,
0x0C20,CZ,,VAR,4,0,0xC9E1DD,,
0x0C21,ZC,,VAR,4,0,,,
0x0C22,ZC,,FIX,12,0,,,CZ_MOVE_ITEM_TO_PERSONAL
0x0C23,CZ,,FIX,9,0,,,
0x0C24,?,,FIX,979,0,,,
0x0C25,?,,FIX,12,0,,,
0x0C26,?,,FIX,94,0,,,
0x0C27,?,,FIX,2,0,,,
0x0C28,?,,VAR,156,0,,,
0x0C29,ZC,,VAR,26,0,0xC9E1DD,,
0x0C2A,?,,FIX,4,0,,,
0x0C2B,ZC,,FIX,8,0,0xCAA295,,
0x0C2C,ZC,,FIX,4,0,0xCAA2A6,,
0x0C2D,?,,FIX,3,0,,,
0x0C2E,?,,FIX,15,0,,,
0x0C2F,?,,FIX,2,0,,,
0x0C30,?,,FIX,15,0,,,
0x0C31,?,,VAR,7,0,,,
0x0C32,?,,VAR,64,0,,,
0x0C33,?,,FIX,8,0,,,
0x0C34,?,,FIX,3,0,,,
0x0C35,ZC,,FIX,6,0,0xC9E1DD,,
0x0F00,CZ,OURS,-,,,,,
0x0F01,ZC,OURS,-,,,,,
0x0F02,CZ,OURS,-,,,,,CZ_BOURGEON_INTEGRITY
0x0F03,ZC,OURS,-,,,,,ZC_BOURGEON_KICK_NOTICE
0x0F04,CZ,OURS,-,,,,,CZ_BOURGEON_SETTING
0x0F05,ZC,OURS,-,,,,,ZC_BOURGEON_SETTINGS
0x0F06,CZ,OURS,-,,,,,CZ_BOURGEON_PRESET_CMD
0x0F07,ZC,OURS,-,,,,,ZC_BOURGEON_PRESET_LIST
0x0F08,ZC,OURS,-,,,,,ZC_BOURGEON_DISCORD_MSG
0x0F09,ZC,OURS,-,,,,,ZC_BOURGEON_SKILL_DMG
0x0F0A,CZ,OURS,-,,,,,CZ_BOURGEON_CHEAT_REPORT
